openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL2952486W,The birth dearth,The birth dearth,"The Birth Dearth is a 1987 non-fiction book by Ben J. Wattenberg, a political scientist and author. The book argues that the declining birth rate in developed countries is a serious problem that could have far-reaching consequences for the economy, society, and culture.

Wattenberg begins by examining the historical trends in birth rates. He notes that the birth rate in the United States has been declining since the early 1970s, and that this trend is not unique to the United States. He also notes that the birth rate is declining in other developed countries, such as Japan, Germany, and France.

Wattenberg then argues that the declining birth rate is a problem because it will lead to a smaller workforce and a larger elderly population. He also argues that the declining birth rate will make it more difficult to sustain economic growth and social programs.

Wattenberg concludes by proposing a number of solutions to the birth dearth. He suggests that governments should provide financial incentives for couples to have children, and that they should make it easier for women to combine work and family.

The Birth Dearth was a controversial book when it was published. Some critics argued that Wattenberg was exaggerating the problem, while others argued that he was proposing unrealistic solutions. However, the book has been influential in shaping the debate about the declining birth rate.",1987,https://covers.openlibrary.org/b/id/12811496-L.jpg,4.8,10,1987,Ben J. Wattenberg,196
OL28941549W,Pergi,Pergi,"Sebuah kisah tentang menemukan tujuan, ke mana hendak pergi, melalui kenangan demi kenangan masa lalu, pertarungan hidup-mati, untuk memutuskan ke mana langkah kaki akan dibawa.",2018,https://covers.openlibrary.org/b/id/12905873-L.jpg,4.8,10,2018,Tere Liye,460
OL20395912W,Crookedstar's Promise,Crookedstar's Promise,"A perilous promise. 

Two healthy kits have just been born in RiverClan—Oakkit and Stormkit. The whole Clan rejoices, and no cat is more pleased than their mother, who immediately recognizes her kits' innate skill and bravery. 

But when tragedy befalls Stormkit and he is permanently disfigured, his mother renames him Crookedkit and casts him aside. 

As the young cat grows in strength, he dreams of becoming Clan leader. Then a mysterious cat appears in his dreams, whispering of prophecies untold and destinies undiscovered. She proclaims that Crookedkit will have all that he desires—but he must pledge his undying loyalty to RiverClan. 

No cat could ever have imagined the terror and destruction that would lie in one hastily made, seemingly harmless, promise.

----------
**Books in this arc**

 1. [Firestar's Quest][1]
 2. [Bluestar's Prophecy][2]
 3. [SkyClan's Destiny][3]
 4. Crookedstar's Promise
 5. [Yellowfang's Secret][5]
 6. [Tallstar's Revenge][6]
 7. [Bramblestar's Storm][7]
 8. [Moth Flight's Vision][8]
 9. [Hawkwing's Journey][9]
 10. [Tigerheart's Shadow][10]
 11. [Crowfeather's Trial][11]
 12. [Squirrelflight's Hope][12]
 13. [Graystripe's Vow][13]
 14. [Leopardstar's Honor][14]

  [1]: https://openlibrary.org/works/OL5714316W/
  [2]: https://openlibrary.org/works/OL5714268W/
  [3]: https://openlibrary.org/works/OL14906956W/
  [4]: https://openlibrary.org/works/OL20395912W/
  [5]: https://openlibrary.org/works/OL16694520W/
  [6]: https://openlibrary.org/works/OL17787860W/
  [7]: https://openlibrary.org/works/OL17306942W/
  [8]: https://openlibrary.org/works/OL20248227W/
  [9]: https://openlibrary.org/works/OL20039241W/
  [10]: https://openlibrary.org/works/OL19652737W/
  [11]: https://openlibrary.org/works/OL19749509W/
  [12]: https://openlibrary.org/works/OL20658579W/
  [13]: https://openlibrary.org/works/OL20658580W/
  [14]: https://openlibrary.org/works/OL24320842W/

----------
**Arcs in this series**

 1. [The Prophecies Begin][a]
 2. [The New Prophecy][b]
 3. [The Power of Three][c]
 4. [Omen of the Stars][d]
 5. [Dawn of the Clans][e]
 6. [A Vision of Shadows][f]
 7. [The Broken Code][g]
 8. [A Starless Clan][h]
 S. Super Editions

  [a]: https://openlibrary.org/books/OL9228970M/INTO
  [b]: https://openlibrary.org/books/OL9235572M/Midnight_(Warriors_The_New_Prophecy_Book_1)
  [c]: https://openlibrary.org/books/OL7283723M/The_Sight_(Warriors_Power_of_Three_Book_1)
  [d]: https://openlibrary.org/books/OL24084711M/Warriors_Omen_of_the_Stars_1
  [e]: https://openlibrary.org/books/OL25995097M/Dawn_of_the_Clans
  [f]: https://openlibrary.org/books/OL26884472M/The_apprentice's_quest
  [g]: https://openlibrary.org/books/OL27958224M/Warriors_The_Broken_Code_1
  [h]: https://openlibrary.org/books/OL32444897M/River/
  [s]: https://openlibrary.org/books/OL7288445M/Firestar's_Quest",2011,https://covers.openlibrary.org/b/id/10193492-L.jpg,4.8,10,2011,Erin Hunter,528
OL20808748W,The One and Only Bob,The One and Only Bob,"Bob the dog sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan the gorilla and Ruby the elephant. Bob met Ivan and Ruby in the book, ‘The One and Only Ivan’ which is the first book, and this is the second. They met in a circus. The first one was about Ivan the gorilla and the second is about Bob the dog. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family.",2020,https://covers.openlibrary.org/b/id/10108500-L.jpg,4.8,10,2020,Katherine Applegate,356
OL14872529W,The king of Attolia,The king of Attolia,"By scheming and theft, the Thief of Eddis has become King of Attolia. Eugenides wanted the queen, not the crown, but he finds himself trapped in a web of his own making.Then he drags a naive young guard into the center of the political maelstrom. Poor Costis knows he is the victim of the king's caprice, but his contempt for Eugenides slowly turns to grudging respect. Though struggling against his fate, the newly crowned king is much more than he appears. Soon the corrupt Attolian court will learn that its subtle and dangerous intrigue is no match for Eugenides.",2006,https://covers.openlibrary.org/b/id/37547-L.jpg,4.8,10,2006,Megan Whalen Turner,387
OL3004203W,The Complete Calvin and Hobbes,The Complete Calvin and Hobbes,"This is a three volume slipcased book collection of the Calvin and Hobbes comic strips that where published from 1985-1995, it covers all the strips published and also reproduces many of the covers of earlier books in full page color illustrations. There are three daily black and white strips per page, and one color Sunday comic on a single page. Besides the comic strips there is also other full page color illustrations, and the poems and stories from other collections included. There is a new 'Introduction' by Bill Watterson. It originally sold for $150.00 in U.S.A., $200.00 in Canada, $265.00 in Australia, $295.00 in New Zealand, and £85.00 in U.K.",2005,https://covers.openlibrary.org/b/id/14424592-L.jpg,4.8,10,2005,Bill Watterson,
OL277761W,The Struggle,The Struggle,"The Vampire Diaries : a Trilogy, Vol II",1991,https://covers.openlibrary.org/b/id/206108-L.jpg,4.571429,21,1991,Lisa Jane Smith,248
OL21679956W,Nick and Charlie,Nick and Charlie,"From the mega-bestselling creator of Heartstopper, a must-have novella in which Heartstopper's lead characters, Nick and Charlie, face one of their biggest challenges yet.

Absence makes the heart grow fonder... right?

Everyone knows that Nick and Charlie love their nearly inseparable life together. But soon Nick will be leaving for university, and Charlie, a year younger, will be left behind. Everyone's asking if they're staying together, which is a stupid question... or at least that's what Nick and Charlie assume at first.

As the time to say goodbye gets inevitably closer, both Nick and Charlie start to question whether their love is strong enough to survive being apart. Charlie is sure he's holding Nick back... and Nick can't tell what Charlie's thinking.

Things spiral from there.

Everyone knows that first loves rarely last forever. What will it take for Nick and Charlie to defy the odds?",2015,https://covers.openlibrary.org/b/id/13106994-L.jpg,4.571429,21,2015,Alice Oseman,168
OL307247W,Bumi Manusia,Bumi Manusia,Bumi manusia,1972,https://covers.openlibrary.org/b/id/6643692-L.jpg,4.4246573,73,1972,Pramoedya Ananta Toer,360
OL3350195W,Consumer behavior,Consumer behavior,"Consumer behaviour, 12th edition explores how the examination and application of consumer behaviour is central to the planning, development and implementation of successful marketing strategies. Additionally, the present edition has been molded keeping in mind that the Indian marketing context has several unique aspects that are different from a developed market. The diversity and nuances of such a context have been captured in the backdrop of conceptual frameworks. With an emphasis on developing a variety of useful skills, This text prepares students for careers in brand management, advertising and consumer research. The 12th edition has been significantly updated to address contemporary trends and issues, including the impact of modern technology on marketing and consumer behaviour, with coverage of the value exchange between consumers and marketers, astute positioning and more. The role of new media providing students with a thorough understanding of how marketers can engage with consumers across social media platforms, manage successful, targeted campaigns and track and measure the results. A new section exploring the effects that hidden motives have on consumer behaviour in Chapter 3.",1978,https://covers.openlibrary.org/b/id/1110360-L.jpg,4.6923075,13,1978,"Leon G. Schiffman, Leslie Lazar Kanuk",615
OL17640883W,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Receiving a letter from a friend asking her how to raise her baby girl to be a feminist, Adichie responded with fifteen suggestions for how to empower a daughter to become a strong, independent woman. Her suggestions ranged from options for non-stereotyped toy options, to debunking myths that women are somehow biologically programmed to be in the kitchen instead of having a career. Adichie's letter will start an urgently needed conversation about what it really means to be a woman today.",2017,https://covers.openlibrary.org/b/id/12709855-L.jpg,4.6923075,13,2017,Chimamanda Ngozi Adichie,80
OL16049950W,Devil on horseback,Devil on horseback,"How could she tell Alex the truth? 

When Joanna Thomas heard from Liz, an old school friend, about the housekeeping job at her brother's ranch, Joanna accepted it to prove that she could succeed on her own. 

A course in gourmet cooking hadn't really prepared her for the enormous task, but that was only part of the problem. Alex Harper thought the matchmaking Liz had sent her as another marriage candidate. 

Everything might have turned out all right - except that Joanna fell in love with Alex!",1980,https://covers.openlibrary.org/b/id/14419742-L.jpg,4.6923075,13,1980,Elizabeth Graham,186
OL6017238W,The Shock Doctrine,The Shock Doctrine,"**The Shock Doctrine: The Rise of Disaster Capitalism** is a 2007 book by the Canadian author and social activist Naomi Klein. In the book, Klein argues that neoliberal free market policies (as advocated by the economist Milton Friedman) have risen to prominence in some developed countries because of a deliberate strategy of ""shock therapy"". This centers on the exploitation of national crises (disasters or upheavals) to establish controversial and questionable policies, while citizens are too distracted (emotionally and physically) to engage and develop an adequate response, and resist effectively. The book advances the idea that some man-made events, such as the Iraq War, were undertaken with the intention of pushing through such unpopular policies in their wake.

Some reviewers criticized the book for making what they viewed as simplifications of political phenomena, while others lauded it as a compelling and important work. The book served as the main source of a 2009 documentary feature film with the same title directed by Michael Winterbottom.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Shock_Doctrine))",2007,https://covers.openlibrary.org/b/id/13748432-L.jpg,4.5416665,24,2007,Naomi Klein,676
OL20128880W,How To,How To,"For any task you might want to do, there's a right way, a wrong way, and a way so monumentally complex, excessive, and inadvisable that no one would ever try it. How To is a guide to the third kind of approach. It's full of highly impractical advice for everything from landing a plane to digging a hole.

Bestselling author and cartoonist Randall Munroe explains how to predict the weather by analyzing the pixels of your Facebook photos. He teaches you how to tell if you're a baby boomer or a 90's kid by measuring the radioactivity of your teeth. He offers tips for taking a selfie with a telescope, crossing a river by boiling it, and powering your house by destroying the fabric of space-time. And if you want to get rid of the book once you're done with it, he walks you through your options for proper disposal, including dissolving it in the ocean, converting it to a vapor, using tectonic plates to subduct it into the Earth's mantle, or launching it into the Sun.

By exploring the most complicated ways to do simple tasks, Munroe doesn't just make things difficult for himself and his readers. As he did so brilliantly in What If?, Munroe invites us to explore the most absurd reaches of the possible. Full of clever infographics and fun illustrations, How To is a delightfully mind-bending way to better understand the science and technology underlying the things we do every day.",2019,https://covers.openlibrary.org/b/id/8781053-L.jpg,4.5416665,24,2019,Randall Munroe,307
